lat,lng,violationdescription
39.968806,-75.202653,CLIP VIOLATION NOTICE
39.968806,-75.202653,EXT A-VACANT LOT CLEAN/MAINTAI
39.96885,-75.202661,CLIP VIOLATION NOTICE
39.918675,-75.229956,DRAINAGE-YARD DRAIN REPAIR
39.918911,-75.229622,INT S-FLOOR REPAIR
39.918911,-75.229622,"INT A-EXTERMINATE, OWNER"
40.032689,-75.127481,DRAINAGE-DOWNSPOUT REPR/REPLC
40.047255,-75.064463,HIGH WEEDS-CUT
40.047255,-75.064463,EXT S-DOORKNOB REPAIR/REPLACE
39.968384,-75.248915,VACANT PROP STANDARD
39.988743,-75.159598,EXT A-VACANT LOT CLEAN/MAINTAI
39.925954,-75.183467,LICENSE-RES GENERAL
40.042733,-75.06909,FIXT NO OBSTRUC/LEAK/DEF-NR
40.042733,-75.06909,RUBBISH/GARBAGE EXTERIOR-OWNER
40.045397,-75.067104,CLIP VIOLATION NOTICE
39.994203,-75.173384,DUMPING - PRIVATE LOT
40.026651,-75.079355,HIGH WEEDS-CUT
39.993922,-75.170479,EXT A-VACANT LOT CLEAN/MAINTAI
39.997217,-75.166011,ELEC-FAC MEET ELEC CODE-RES
39.997217,-75.166011,EXT S-WINDOW REPAIR/REPLACE
39.997217,-75.166011,EXT S-CORNICE BARGEBOARD DEFEC
39.997217,-75.166011,LICENSE-RES SFD/2FD
39.997217,-75.166011,CO DETECTOR NEEDED
39.997249,-75.166254,LICENSE-VAC LOT
39.997249,-75.166254,EXT A-VACANT LOT CLEAN/MAINTAI
39.918379,-75.174063,EXT A-CLEAN WEEDS/PLANTS
39.921949,-75.152952,EXT A-VACANT LOT CLEAN/MAINTAI
39.921949,-75.152952,EXT A-VACANT LOT CLEAN/MAINTAI
39.921949,-75.152952,EXT A-VACANT LOT CLEAN/MAINTAI
39.962276,-75.19548,PERM Z- NEW USE
39.962745,-75.195125,ARCHITECT/ENGINEER SERVICES
39.962234,-75.19593,ANNUAL CERT FIRE ALARM
40.044743,-75.124748,EXT A-CLEAN RUBBISH/GARBAGE
40.056199,-75.183466,CLIP VIOLATION NOTICE
40.056303,-75.183364,CLIP VIOLATION NOTICE
40.051528,-75.146339,SD-REQD EXIST GROUP R
39.970154,-75.229815,EXT A-VACANT LOT CLEAN/MAINTAI
39.970166,-75.230083,VACANT BLDG UNSEC/UNSAFE CSU
40.046899,-74.993757,HAZMAT-NO RESID MAT?L/VAPOR
40.046899,-74.993757,HAZMAT-SUBMIT PLAN TO TERMINAT
40.046899,-74.993757,HAZMAT-NO RESID MAT?L/VAPOR
40.04762,-74.992231,EXT S-EXPOSED SURFACES MAINTAI
39.947676,-75.167125,PERM Z- NEW USE
39.94773,-75.167512,STOP WORK ORDER
39.947173,-75.167923,PERMB- CREATE WALL BREACH
40.028525,-75.059747,HIGH WEEDS-CUT
40.010742,-75.194082,LICENSE-RES AGENT REQUIRED
40.06852,-75.055523,HIGH WEEDS-CUT
39.959512,-75.188205,"INT A-EXTERMINATE, OWNER"
39.975267,-75.180763,CLIP VIOLATION NOTICE
39.975243,-75.180997,EXT A-VACANT LOT CLEAN/MAINTAI
39.975233,-75.181097,EXT A-VACANT LOT CLEAN/MAINTAI
39.975233,-75.181097,NON-REGULATED LACKS PERMIT
40.043841,-75.058516,RUBBISH/GARBAGE EXTERIOR-OWNER
39.950108,-75.176944,PENALTY- NO ELEC PERM INFO
39.945326,-75.153107,PERM - MUST POST
39.999526,-75.163767,CLIP VIOLATION NOTICE
39.999329,-75.163966,CLIP VIOLATION NOTICE
39.946369,-75.158407,FIRE SAFETY -SMOKE ALARMS
39.954698,-75.224893,PERMB- WK DONE W/O NOTIFY INSP
39.954463,-75.222919,OBTAIN LIC INDICATED
39.954928,-75.226881,CO DETECTOR NEEDED
39.942708,-75.178788,EXTERIOR AREA DRAINAGE
39.942905,-75.178731,LICENSE-RES GENERAL
39.942905,-75.178731,WALL BULGED
39.942905,-75.178731,DRAINAGE-DOWNSPOUT CONNECT
40.006148,-75.078765,INT S-DOORFRAME REPR/REPLC
40.006148,-75.078765,INT S-STAIRS REPAIR
40.006148,-75.078765,EXT S-WINDOW LOCK REPAIR/REPLA
39.929185,-75.183102,HEAT CONTINUOUS SUPPLY-RES
39.945314,-75.177548,PERMB- ALTER REP'R EXT PORTION
40.013559,-75.066593,HIGH WEEDS-CUT
39.989361,-75.114272,ELEC-RECEPTABLE DEFECTIVE-RES
39.944643,-75.147298,INSURANCE - POST CERT
40.073184,-75.189266,ARCHITECT/ENGINEER SERVICES
40.074388,-75.193592,INT S-CEILING REPAIR/MAINT SAN
39.952689,-75.21342,LICENSE-RES SFD/2FD
39.977411,-75.236142,EXT S-DOORS MAINTAIN
40.035327,-75.085894,RUBBISH/GARBAGE EXTERIOR-OWNER
40.035114,-75.085511,HIGH WEEDS-CUT
40.035364,-75.085858,HIGH WEEDS-CUT
40.035189,-75.085443,HIGH WEEDS-CUT
40.035225,-75.085408,CLIP VIOLATION NOTICE
40.049912,-75.103032,RUBBISH/GARBAGE EXTERIOR-OWNER
40.049912,-75.103032,LICENSE - RENTAL PROPERTY
40.049912,-75.103032,CLIP VIOLATION NOTICE
39.977549,-75.234873,INT-WATERHEATER REPAIR-RES
39.977868,-75.23504,EXTERIOR STRUCT STRUCTURAL MEM
39.977868,-75.23504,UNSAFE STRUCTURE
40.060137,-75.086639,CLIP VIOLATION NOTICE
39.927025,-75.234642,RETAINING/FENCE WALL PRTLY C
39.941637,-75.214807,EXT A-CLEAN WEEDS/PLANTS
39.972282,-75.22455,LICENSE-VAC RES BLDG
40.01978,-75.154344,VAC PROP REPLAC WIN/DRS 80%
40.019722,-75.154487,PERMP- ALTER/REPAIR/REPL PLUMB
39.997376,-75.147242,EXT A-VACANT LOT CLEAN/MAINTAI
39.997382,-75.14729,EXT A-VACANT LOT CLEAN/MAINTAI
39.997382,-75.14729,EXT A-VACANT LOT CLEAN/MAINTAI
39.997394,-75.147383,EXT A-VACANT LOT CLEAN/MAINTAI
39.997204,-75.147522,EXT A-VACANT LOT CLEAN/MAINTAI
39.997204,-75.147522,CLIP VIOLATION NOTICE
39.997212,-75.147569,CLIP VIOLATION NOTICE
39.997212,-75.147569,CLIP VIOLATION NOTICE
39.99742,-75.147574,CLIP VIOLATION NOTICE
40.035975,-75.079626,LICENSE - RENTAL PROPERTY
39.996881,-75.174404,CLIP VIOLATION NOTICE
39.997125,-75.174659,CLIP VIOLATION NOTICE
39.955906,-75.234831,LICENSE-RES SFD/2FD
39.947173,-75.167923,ANNUAL CERT FIRE SUPP
39.947173,-75.167923,FIRE-DOOR/HARDWARE MAINTAIN
39.947173,-75.167923,FIRE DEPT CONNECT REP DAM CAPS
39.947233,-75.168287,PERMB- FINAL PRE-CO INSP
39.947233,-75.168287,MAIN DRAIN REPAIR-NR
39.947705,-75.168584,WORKMANLIKE- BUILDING CODE
39.947705,-75.168584,CO- BLDG OCCUPIED PRE-CO
39.955673,-75.232942,EXT A-VACANT LOT CLEAN/MAINTAI
39.955673,-75.232942,CLIP VIOLATION NOTICE
40.029949,-75.026136,PENALTY- NO ELEC PERM INFO
40.029949,-75.026136,OBTAIN LIC INDICATED
40.029949,-75.026136,FIRE EXTING-NEEDS INSP/TAG
40.029949,-75.026136,FIRE EXTING-NEEDS INSP/TAG
39.934069,-75.195249,EXT S-EXTERIOR REPAIR/MAINTAIN
39.973063,-75.163348,LICENSE-RES GENERAL
40.044842,-75.06032,CLIP VIOLATION NOTICE
40.000468,-75.17216,EXT A-VACANT LOT CLEAN/MAINTAI
40.000425,-75.171856,EXT A-CLEAN RUBBISH/GARBAGE
40.000507,-75.172151,CLIP VIOLATION NOTICE
39.986739,-75.174877,CO DETECTOR NEEDED
40.026692,-75.057887,EXT S-WINDOW REPAIR/REPLACE
40.050715,-75.160785,EXT S-ROOF REPAIR
40.050906,-75.160586,RUBBISH/GARBAGE EXTERIOR-OWNER
40.013578,-75.066199,CLIP VIOLATION NOTICE
39.952689,-75.21342,UNFIT PROP STANDARD
39.953365,-75.213528,FIRE EXTING-NEEDS INSP/TAG
39.953365,-75.213528,EMERG LIGHTING DEFECTIVE
39.95281,-75.213972,VAC PROP REPLAC WIN/DRS 80%
40.047863,-75.100925,CLIP VIOLATION NOTICE
40.047679,-75.10072,CLIP VIOLATION NOTICE
39.94243,-75.176471,WORKMANLIKE- BUILDING CODE
39.942672,-75.176567,PERMB- WK DONE W/O NOTIFY INSP
40.035372,-75.085272,CLIP VIOLATION NOTICE
40.035619,-75.085622,CLIP VIOLATION NOTICE
39.972346,-75.226636,ELEC-SWITCH DEFECTIVE-RES
39.972346,-75.226636,INT S-WALLS REPAIR/MAINT SANI
40.039796,-75.08031,LICENSE - RENTAL PROPERTY
40.036131,-75.043763,CLIP VIOLATION NOTICE
40.037536,-75.046278,INSURANCE - POST CERT
40.037536,-75.046278,LIC MUST BE AVAIL FOR INSP
40.040231,-75.0811,HIGH WEEDS-CUT
40.040231,-75.0811,CLIP VIOLATION NOTICE
39.961685,-75.204039,SWO- AND BLDG PERMIT REVOKED
39.961685,-75.204039,PERMB- WORK NOT SAME AS PERMIT
39.961685,-75.204039,EXT S-ROOF REPAIR
39.961685,-75.204039,VACANT PROP STANDARD
39.997352,-75.176365,EXT A-VACANT LOT CLEAN/MAINTAI
39.997352,-75.176365,CLIP VIOLATION NOTICE
39.95525,-75.233033,ANNUAL CERT FIRE SUPP
39.95525,-75.233033,INT S-CEILING REPAIR/MAINT SAN
39.955277,-75.233249,WALL LOOSE/MISS BRICKS ID
39.955285,-75.233305,LICENSE-RES GENERAL
40.029245,-75.066946,CLIP VIOLATION NOTICE
40.029221,-75.0669,HIGH WEEDS-CUT
40.034424,-75.017732,VIOL C&I MESSAGE
40.042673,-75.164831,EXT S-DOOR WEATHERTIGHT
40.042673,-75.164831,EXT S-ROOF REPAIR
40.042806,-75.011875,EXT S-EXTERIOR REPAIR/MAINTAIN
40.023899,-75.034923,EXT S-WINDOW REPAIR/REPLACE
39.954715,-75.228827,CLIP VIOLATION NOTICE
39.95474,-75.22903,EXT S-WINDOW REPAIR/REPLACE
39.943216,-75.180215,LOCKING DEVICES
39.972823,-75.161476,EXT A-VACANT LOT CLEAN/MAINTAI
39.972832,-75.161533,EXT A-VACANT LOT CLEAN/MAINTAI
39.97284,-75.161591,WALL LOOSE/MISS BRICKS ID
40.006046,-75.076404,LICENSE-RES SFD/2FD
39.986341,-75.175252,EXT A-VACANT LOT CLEAN/MAINTAI
40.050923,-75.07017,DRAINAGE-YARD DRAIN REPAIR
40.050471,-75.070405,LICENSE - RENTAL PROPERTY
39.998836,-75.172193,VACANT PROP STANDARD
40.042776,-75.120091,EXT RUBBISH/EXCESS STORAGE
40.043154,-75.120229,EXT A-CLEAN RUBBISH/GARBAGE
39.97451,-75.163168,CLIP VIOLATION NOTICE
39.92331,-75.159923,SWO- CONSTR W/O BLDG PERMIT
39.935654,-75.23169,EXT A-ACC STRUCT REPAIR/MAINT
40.038719,-75.077334,EXT S-HANDRAIL MAINTAIN
39.936626,-75.194715,GROUND-SYSTEM PROPERLY
39.936626,-75.194715,DOOR - WEATHERTIGHT EXTERIOR
39.936626,-75.194715,VACANT BLDG UNSECURED COUNT
39.936626,-75.194715,EXT A-CLEAN WEEDS/PLANTS
39.937311,-75.194889,INT S-HANDRAIL REPAIR
39.937199,-75.194595,EXT A-VACANT LOT CLEAN/MAINTAI
40.017273,-75.209785,PERM Z- NEW USE
40.017319,-75.209677,LICENSE-RES GENERAL
39.965326,-75.239229,EXT S-EXPOSED SURFACES MAINTAI
39.965437,-75.240517,LICENSE-RES GENERAL
39.965437,-75.240517,FA-REPAIR SYSTEM
40.001671,-75.171582,EXT S-HANDRAIL REPAIR/REPLACE
39.96573,-75.238561,WALL PARTIALLY COLLAPSED ID
39.96573,-75.238561,ARCHITECT/ENGINEER SERVICES
40.024964,-75.032739,VAC PROP REPLAC WIN/DRS 80%
40.025397,-75.032786,EXT S-CORNICE BARGEBOARD DEFEC
40.025397,-75.032786,EXT S-ROOF REPAIR
40.025397,-75.032786,EXT S-WINDOW REPAIR/REPLACE
40.024983,-75.032311,CLIP VIOLATION NOTICE
40.045046,-75.060686,CHIMNEY/FLUE DEFECTIVE
40.045046,-75.060686,LICENSE - RENTAL PROPERTY
40.051214,-75.160266,LIGHT FIXTURE DEFECTIVE-RES
40.052762,-75.159044,WALL PARTIALLY COLLAPSED ID
40.025616,-75.057516,CLIP VIOLATION NOTICE
40.036325,-75.087197,EXT A-CLEAN RUBBISH/GARBAGE
39.978917,-75.111847,HIGH WEEDS-CUT
39.978917,-75.111847,CLIP VIOLATION NOTICE
40.032758,-75.230376,CLIP VIOLATION NOTICE
40.034665,-75.033234,CLIP VIOLATION NOTICE
40.034665,-75.033234,CLIP VIOLATION NOTICE
39.993815,-75.171732,ROOF PARTIALLY COLLAPSED
39.959382,-75.139704,EVAC DRILL-GRP A-CONDUCT
39.960815,-75.13958,NON-REGULATED LACKS PERMIT
39.960928,-75.141962,NOT CONFORM TO PRC/NEC
39.960928,-75.141962,EGRESS WINDOW BARS APPROVAL
39.960928,-75.141962,VIOL C&I MESSAGE
39.960928,-75.141962,ANNUAL CERT FIRE ALARM
39.943944,-75.169328,BLDG PERMIT REQUIRED
40.055517,-75.184179,CLIP VIOLATION NOTICE
39.970624,-75.230158,VAC PROP REPLAC WIN/DRS 80%
39.970624,-75.230158,EXT S-CORNICE BARGEBOARD DEFEC
39.970624,-75.230158,DRAINAGE-DOWNSPOUT REPR/REPLC
39.969266,-75.202727,CLIP VIOLATION NOTICE
39.972943,-75.203268,LICENSE-RES SFD/2FD
39.973026,-75.2036,WALL PARTIALLY COLLAPSED ID
39.97314,-75.203304,EXT-TREES PRUNE/REMOVE
39.994013,-75.173907,PENALTY- NO BLDG PERM INFO
39.976188,-75.177007,INT S-WALLS REPAIR/MAINT SANI
39.976188,-75.177007,EXT S-ROOF REPAIR
40.032589,-75.091106,LICENSE-RES GENERAL
40.047385,-75.151954,EXT A-CLEAN WEEDS/PLANTS
40.047385,-75.151954,EXT A-CLEAN RUBBISH/GARBAGE
39.960928,-75.141962,PERMB- FINAL PRE-CO INSP
39.960928,-75.141962,PENALTY- NO BLDG PERM INFO
39.960928,-75.141962,PERMB- INSTALL FIRE SUPP SYS
39.960928,-75.141962,PENALTY- NO PLUMB PERM INFO
39.960928,-75.141962,COULD NOT ENTER
39.960928,-75.141962,VIOL C&I MESSAGE
39.961095,-75.14378,OBTAIN LIC INDICATED
39.961095,-75.14378,UNIT STORAGE BATTERY SYS TEST
39.961363,-75.144503,OBTAIN LIC INDICATED
40.058256,-75.180516,EXT A-CLEAN WEEDS/PLANTS
40.046833,-75.14476,LICENSE-VAC RES BLDG
40.054553,-75.18452,WALL BULGED
39.980721,-75.113363,CLIP VIOLATION NOTICE
39.988511,-75.121178,VACANT LOT STANDARD
40.010606,-75.065493,HIGH WEEDS-CUT
39.962012,-75.151529,RENEW LIC INDICATED
39.960471,-75.152759,NON-REGULATED LACKS PERMIT
39.960471,-75.152759,OBTAIN LIC INDICATED
39.960471,-75.152759,CAL LO
39.960525,-75.145467,FIRE CONNECT SIGN-EXIST BLDG
39.913528,-75.175484,WALL FRACTURED
39.924385,-75.168331,WALL LOOSE/MISS BRICKS
39.970384,-75.229853,CLIP VIOLATION NOTICE
39.970423,-75.229859,CLIP VIOLATION NOTICE
39.970499,-75.229872,DRAINAGE-DOWNSPOUT REPR/REPLC
39.988381,-75.121387,EXT A-VACANT LOT CLEAN/MAINTAI
40.047851,-75.063895,HIGH WEEDS-CUT
40.047851,-75.063895,CLIP VIOLATION NOTICE
40.010695,-75.065111,HIGH WEEDS-CUT
39.946074,-75.183322,"BOND-POOL, ETC"
39.96682,-75.249341,LICENSE-RES SFD/2FD
39.989038,-75.159534,ROOF PARTIALLY COLLAPSED ID
39.989031,-75.159962,CLIP VIOLATION NOTICE
39.910762,-75.175941,PERM Z- NEW USE
39.961423,-75.156347,PERM - MUST POST
39.961399,-75.156655,STOP WORK ORDER
39.961399,-75.156655,LICENSE-VAC COMM BLDG
40.0534,-75.182857,VACANT LOT STANDARD
40.0534,-75.182857,CLIP VIOLATION NOTICE
39.925223,-75.174773,INT S-CEILING REPAIR/MAINT SAN
39.925223,-75.174773,INT S-HANDRAIL REPAIR
39.925245,-75.174902,INT DOOR SELF-CLOSE
39.925275,-75.175129,INT-BATHRM REPAIR BATH/SHW-RES
39.925275,-75.175129,EXT S-INSTALL COLLARS
39.925275,-75.175129,CO DETECTOR NEEDED
39.967304,-75.24888,LICENSE-RES GENERAL
40.028402,-75.151394,INT-BATHRM TOILET REPAIR-RES
40.028402,-75.151394,EXT S-WINDOW REPAIR/MAINTAIN
40.028524,-75.151368,SD-REQD EXIST GROUP R
40.047086,-75.158822,VACANT STRUCTURE LICENSE
40.046651,-75.158946,EXT A-VACANT LOT CLEAN/MAINTAI
40.046651,-75.158946,CLIP VIOLATION NOTICE
40.046865,-75.159296,CLIP VIOLATION NOTICE
39.926012,-75.18391,LICENSE-RES GENERAL
39.926043,-75.184162,PERM Z- NEW USE
39.926063,-75.184318,WALL LOOSE/MISS BRICKS
39.926992,-75.187425,EXT A-CLEAN RUBBISH/GARBAGE
39.990025,-75.121577,VACANT PROP STANDARD
39.928328,-75.17657,ELECTRICAL -REQUIRED
40.04099,-75.070722,EXT S-WALLS MAKE WEATHERTIGHT
40.041355,-75.070918,RUBBISH/GARBAGE EXTERIOR-OWNER
39.928694,-75.179407,EXT A-VACANT LOT CLEAN/MAINTAI
39.928694,-75.179407,LICENSE-VAC RES BLDG
40.06401,-75.025776,RUBBISH/GARBAGE EXTERIOR-OWNER
39.943577,-75.166817,GRAFFITI
39.963814,-75.170019,LICENSE-RES MFD
39.963814,-75.170019,FIRE EXTING-NEEDS INSP/TAG
39.96384,-75.17022,FIRE EXTING-NEEDS INSP/TAG
39.96384,-75.17022,HEAT CONTINUOUS SUPPLY-RES
39.963858,-75.170362,"HIST DIST-WINDOWS, DOORS ETC"
39.988258,-75.119452,BLDG PERMIT REQUIRED
39.988258,-75.119452,VACANT LOT STANDARD
39.988221,-75.119421,BLDG PERMIT REQUIRED
39.988183,-75.119388,CO DETECTOR NEEDED
39.988183,-75.119388,SD-REQD EXIST GROUP R
39.975897,-75.270676,EXT A-CLEAN ANIMAL WASTE
39.945521,-75.21678,INT S-WALLS REPAIR/MAINT SANI
39.945521,-75.21678,FIRE EXTING-INSTALL R2
40.02856,-75.127495,LICENSE-VAC RES BLDG
40.028567,-75.127545,EXT S-CORNICE BARGEBOARD DEFEC
39.990025,-75.121577,VACANT BLDG UNSECURED COUNT
39.944399,-75.170558,PERMB- TO COMPLY VIOL
39.943598,-75.166982,LICENSE-VAC LOT
39.943723,-75.16738,PERMB- INSTALL COM KIT EXHAUS
39.943712,-75.167548,GROUND-SYSTEM PROPERLY
40.053644,-75.185437,ELEC-COVER PLATE DEFECTIVE-RES
40.068693,-75.061614,HIGH WEEDS-CUT
39.981939,-75.113925,RUBBISH/GARBAGE EXTERIOR-OWNER
39.980482,-75.112536,PERM Z- NEW USE
39.927231,-75.193471,DRAINAGE-PUMP BASEMENT WATER
39.927309,-75.194082,VIOL NONE FOUND
39.987033,-75.118373,LICENSE-RES SFD/2FD
39.987033,-75.118373,VACANT BLDG UNSECURED COUNT
39.984179,-75.116177,EXT A-VACANT LOT CLEAN/MAINTAI
40.026012,-75.079962,HIGH WEEDS-CUT
40.026144,-75.07984,RUBBISH/GARBAGE EXTERIOR-OWNER
40.004686,-75.184558,ARCHITECT/ENGINEER SERVICES
40.004686,-75.184558,FLOOR/CEILING PARTIALLY COLL
39.918679,-75.224928,EXT A-CLEAN WEEDS/PLANTS
39.918616,-75.224769,EXTERIOR STRUCT UNSAFE COND 7
39.918616,-75.224769,UNSAFE STRUCTURE
39.918972,-75.224533,PENALTY- NO ELEC PERM INFO
39.918972,-75.224533,PERMB- ALTER REP'R EXT PORTION
40.105221,-75.020908,CLIP VIOLATION NOTICE
39.993952,-75.170719,SD-REQD EXIST GROUP R
39.993703,-75.170815,SD-REQD EXIST GROUP R
39.993703,-75.170815,MECH FAC INSTALL/REPAIR-RES
39.993993,-75.171047,UTILITIES-RESTORE WATER-RES
39.993768,-75.171376,EXT A-VACANT LOT CLEAN/MAINTAI
40.065349,-75.174218,VACANT PROP STANDARD
40.065349,-75.174218,VACANT PROP STANDARD
40.047671,-75.151763,VACANT BLDG UNSECURED COUNT
40.052875,-75.146053,CLIP VIOLATION NOTICE
40.063644,-75.186143,EXT S-CORNICE BARGEBOARD DEFEC
40.063644,-75.186143,EXT A-MOTOR VEH MUST BE REMOV
40.053644,-75.185437,CO DETECTOR NEEDED
40.044709,-75.124489,CLIP VIOLATION NOTICE
40.055949,-75.183728,DRAINAGE-YARD DRAIN REPAIR
40.044951,-75.126352,LICENSE-RES GENERAL
40.044674,-75.126585,VIOLS-NO PM FOUND
39.980326,-75.112405,POOL - STAGNANT WATER
39.967134,-75.228846,ONE AND TWO FAMILY (R3)
39.96714,-75.229197,VAC PROP REPLAC WIN/DRS 80%
39.967175,-75.228853,EXT S-WINDOW REPAIR/MAINTAIN
39.967175,-75.228853,EXT S-CORNICE BARGEBOARD DEFEC
39.967175,-75.228853,LICENSE-VAC RES BLDG
39.967216,-75.22886,ROOF DETERIORATED
39.967216,-75.22886,LICENSE-RES GENERAL
40.077107,-75.077304,EXT A-CLEAN/EXTERMINATE
40.077107,-75.077304,CHANGE IN OCCUPANCY
40.025641,-75.211742,EXT A-CLEAN WEEDS/PLANTS
40.026284,-75.211387,DOWNSPOUTS
40.032058,-75.11919,CO DETECTOR NEEDED
39.998293,-75.174268,EXT A-CLEAN WEEDS/PLANTS
39.998293,-75.174268,VACANT BLDG UNSECURED COUNT
40.024269,-75.214369,VACANT STRUCTURE AND LAND
40.024297,-75.214332,CLIP VIOLATION NOTICE
39.937187,-75.198601,CLIP VIOLATION NOTICE
40.047044,-75.15297,PERMB- WK DONE W/O NOTIFY INSP
40.047481,-75.154713,LICENSE-RES GENERAL
40.047184,-75.155092,LICENSE-VAC RES BLDG
40.024064,-75.081123,INT S-CEILING REPAIR/MAINT SAN
40.024064,-75.081123,CO DETECTOR NEEDED
40.024064,-75.081123,SD-REQD EXIST GROUP R
40.024704,-75.081187,PERMP- ALTER/REPAIR/REPL PLUMB
40.023461,-75.08172,CLIP VIOLATION NOTICE
40.023664,-75.08152,CLIP VIOLATION NOTICE
39.975829,-75.176164,VACANT PROP STANDARD
39.92202,-75.152653,EXT A-CLEAN/EXTERMINATE
39.962791,-75.194673,LICENSE-RES GENERAL
39.962289,-75.194933,FIRE EXTING-NEEDS INSP/TAG
40.029164,-75.108585,LICENSE - RENTAL PROPERTY
40.029164,-75.108585,CLIP VIOLATION NOTICE
40.032918,-75.129287,EXT A-CLEAN WEEDS/PLANTS
40.032978,-75.129807,EXT-TREES PRUNE/REMOVE
39.924534,-75.14791,INT-PLMBG MAINT FIXTURES-RES
39.973336,-75.20334,FLOOR/CEILING PARTIALLY C ID
40.046847,-75.06484,CO DETECTOR NEEDED
39.993677,-75.14641,CLIP VIOLATION NOTICE
39.993789,-75.146813,ANNUAL CERT FIRE ALARM
40.048583,-75.063821,CLIP VIOLATION NOTICE
39.96834,-75.248467,LICENSE-RES SFD/2FD
40.015492,-75.077026,DRAINAGE-PUMP BASEMENT WATER
40.015492,-75.077026,LICENSE-RES SFD/2FD
40.015492,-75.077026,CO DETECTOR NEEDED
39.998484,-75.156176,CLIP VIOLATION NOTICE
39.998484,-75.156176,EXT A-VACANT LOT CLEAN/MAINTAI
39.998489,-75.155875,CLIP VIOLATION NOTICE
39.933431,-75.190064,VACANT BLDG UNSECURED COUNT
39.933431,-75.190064,EXT S-WALLS REPAIR CRACKS
39.933431,-75.190064,EXT S-WALLS REPAIR CRACKS
39.934761,-75.185168,EXT A-VACANT LOT CLEAN/MAINTAI
39.934722,-75.185177,EXT A-VACANT LOT CLEAN/MAINTAI
39.934722,-75.185177,CLIP VIOLATION NOTICE
39.934485,-75.185228,CLIP VIOLATION NOTICE
39.934407,-75.185245,CLIP VIOLATION NOTICE
39.992142,-75.157631,EXT S-DOOR WEATHERTIGHT
39.992142,-75.157631,UNFIT PROP STANDARD
39.99218,-75.157622,EXTERIOR AREA SANITATION
39.992219,-75.157614,FLOOR/CEILING PARTIALLY COLL
40.002722,-75.169888,ROOF PARTIALLY COLLAPSED
40.019771,-75.212527,VACANT LOT STANDARD
40.063793,-75.076127,NON-REGULATED LACKS PERMIT
40.063793,-75.076127,NON-REGULATED LACKS PERMIT
40.035212,-75.131626,PERM - MUST POST
40.035212,-75.131626,EXT A-VACANT LOT CLEAN/MAINTAI
40.035212,-75.131626,PERME- INST/REPL/REPAIR WIRE
39.922689,-75.158118,PENALTY- NO ELEC PERM INFO
39.922689,-75.158118,PERMB- ALTER REPAIR INT PART
39.996562,-75.163484,LICENSE-RES SFD/2FD
39.996909,-75.16358,EGRESS WINDOW BARS APPROVAL
39.918251,-75.173108,PENALTY- NO ELEC PERM INFO
40.035967,-75.085299,HIGH WEEDS-CUT
40.035967,-75.085299,CLIP VIOLATION NOTICE
40.036037,-75.085233,HIGH WEEDS-CUT
40.036218,-75.08507,HIGH WEEDS-CUT
40.036262,-75.085027,RUBBISH/GARBAGE EXTERIOR-OWNER
40.036298,-75.084994,RUBBISH/GARBAGE EXTERIOR-OWNER
40.036298,-75.084994,HIGH WEEDS-CUT
40.036737,-75.084014,HIGH WEEDS-CUT
40.036737,-75.084014,HIGH WEEDS-CUT
40.066246,-75.154475,EXT A-CLEAN WEEDS/PLANTS
40.066246,-75.154475,INT A-TRASH REMOVE
40.053969,-75.068457,CLIP VIOLATION NOTICE
40.053969,-75.068457,CLIP VIOLATION NOTICE
39.92548,-75.154764,CLIP VIOLATION NOTICE
39.925493,-75.154862,CLIP VIOLATION NOTICE
39.925493,-75.154862,EXT A-VACANT LOT CLEAN/MAINTAI
39.941594,-75.147817,FIRE-PULL STATION SIGNS
39.941292,-75.147894,VIOL C&I MESSAGE
39.941056,-75.144591,F+C LIQ-LIC REQ?D STOR/HAN C1
39.940916,-75.144849,EXT S-EXPOSED SURFACES MAINTAI
39.941317,-75.144991,INT S-CEILING REPAIR/MAINT SAN
39.941737,-75.148673,FIRE DEPT CONNECT REP DAM CAPS
39.941709,-75.148734,EXT S-WINDOW WEATHERTIGHT
39.970466,-75.247978,RENEW LIC INDICATED
39.970466,-75.247978,FIRE-ELECT EXT CORDS PROHIB
39.995313,-75.181527,WALL LOOSE/MISS BRICKS
39.995313,-75.181527,EXT S-CORNICE BARGEBOARD DEFEC
39.995313,-75.181527,EXT S-EXPOSED SURFACES MAINTAI
40.080981,-75.076447,HIGH WEEDS-CUT
40.025951,-75.128976,INT S-CEILING REPAIR/MAINT SAN
40.02751,-75.058597,RUBBISH/GARBAGE EXTERIOR-OWNER
40.027468,-75.058558,HIGH WEEDS-CUT
40.02711,-75.058827,CLIP VIOLATION NOTICE
40.027312,-75.058429,VACANT PROP STANDARD
40.027312,-75.058429,CLIP VIOLATION NOTICE
40.044289,-75.167498,VACANT PROP STANDARD
40.044289,-75.167498,EXT A-CLEAN WEEDS/PLANTS
40.044289,-75.167498,LICENSE-VAC RES BLDG
40.044149,-75.167182,CLIP VIOLATION NOTICE
40.04619,-75.165095,DRAINAGE-MAIN DRAIN REPAIR-RES
40.04619,-75.165095,INT S-DOOR REPR/REPLC
40.025663,-75.031115,VIOL C&I MESSAGE
40.025942,-75.030613,RUBBISH/GARBAGE EXTERIOR-OWNER
39.964227,-75.228226,LICENSE-VAC RES BLDG
39.945674,-75.156802,PENALTY- NO ELEC PERM INFO
39.999426,-75.16472,LICENSE-RES GENERAL
