lat,lng,violationdescription
39.937853,-75.190079,CLIP VIOLATION NOTICE
39.937841,-75.190514,WALL PARTIALLY COLLAPSED
39.942978,-75.178841,INT S-CEILING REPAIR/MAINT SAN
39.974725,-75.181588,CLIP VIOLATION NOTICE
39.974725,-75.181588,CLIP VIOLATION NOTICE
39.974931,-75.181964,CLIP VIOLATION NOTICE
39.974931,-75.181964,EXT A-VACANT LOT CLEAN/MAINTAI
39.985325,-75.166472,INSURANCE - POST CERT
39.987596,-75.167935,CLIP VIOLATION NOTICE
39.987587,-75.167435,FA-REPLACE DETECTOR/ALARM
39.987587,-75.167435,EGRESS DOOR OPENABLE
39.987587,-75.167435,PERM Z- NEW USE
39.988013,-75.167355,WALL FRACTURED
39.988141,-75.167329,CLIP VIOLATION NOTICE
39.999999,-75.171749,FLOOR/CEILING FIRE DAMAGED ID
40.000111,-75.171284,VACANT STRUCTURE AND LAND
40.000206,-75.171702,VACANT AND OPEN
39.924894,-75.179181,LICENSE-RES GENERAL
39.991986,-75.175116,EXT A-VACANT LOT CLEAN/MAINTAI
39.992672,-75.174527,STOP WORK ORDER
39.992759,-75.17451,WALL PARTIALLY COLLAPSED
39.999734,-75.173428,VACANT PROP STANDARD
40.000316,-75.164697,VACANT PROP UNSAFE
39.971274,-75.177603,OBTAIN LIC INDICATED
39.998298,-75.178059,EXT S-CORNICE BARGEBOARD DEFEC
39.998298,-75.178059,EXT S-EXPOSED SURFACES MAINTAI
39.998298,-75.178059,EXT S-WALLS REPAIR STUCCO
39.998339,-75.17805,PERMB- INSTALL HVAC SYS
39.954063,-75.209222,LICENSE-RES GENERAL
39.954063,-75.209222,ANNUAL CERT FIRE ALARM
39.954063,-75.209222,PENALTY- NO BLDG PERM INFO
39.967953,-75.218973,EXT A-VACANT LOT CLEAN/MAINTAI
39.968636,-75.215509,EXT A-VACANT LOT CLEAN/MAINTAI
39.968766,-75.21553,EXT A-CLEAN WEEDS/PLANTS
39.96881,-75.215536,EXT A-VACANT LOT CLEAN/MAINTAI
39.969596,-75.215638,EXT A-VACANT LOT CLEAN/MAINTAI
39.994126,-75.18437,SD-REQD EXIST GROUP R
39.951893,-75.224255,ANNUAL CERT FIRE ALARM
39.950377,-75.225116,VACANT BLDG UNSECURED COUNT
39.937037,-75.197768,WORKMANLIKE- BUILDING CODE
39.937037,-75.197768,ANNUAL CERT FIRE SUPP
39.937275,-75.198255,EXTERIOR STRUCTURE WINDOWS
39.982678,-75.168991,VACANT PROP STANDARD
39.982591,-75.168578,VACANT PROP STANDARD
40.049954,-75.155189,EXT A-CLEAN WEEDS/PLANTS
40.049954,-75.155189,EXT A-CLEAN RUBBISH/GARBAGE
39.991508,-75.17358,EXT S-WALLS REPAIR/MAINTAIN
39.991226,-75.173241,EXT A-VACANT LOT CLEAN/MAINTAI
39.991899,-75.173492,WALL DETERIORATED IDF
39.981854,-75.176924,CLIP VIOLATION NOTICE
39.981935,-75.176907,PERMB- WK DONE W/O NOTIFY INSP
39.982137,-75.17728,LICENSE-VAC RES BLDG
39.997985,-75.167319,PERMB- WORK NOT SAME AS PERMIT
39.988964,-75.175559,EXT A-VACANT LOT CLEAN/MAINTAI
39.989068,-75.175536,CLIP VIOLATION NOTICE
39.98912,-75.175524,EXT A-VACANT LOT CLEAN/MAINTAI
39.992652,-75.177655,EXT A-VACANT LOT CLEAN/MAINTAI
39.992881,-75.177605,DRAINAGE-AFFECTING ADJ/PROP
39.992921,-75.177596,EXT S-WALLS REPAIR/MAINTAIN
39.926709,-75.18284,LICENSE-RES GENERAL
39.939392,-75.188123,EXT S-CORNICE BARGEBOARD DEFEC
39.939392,-75.188123,EXT S-ROOF REPAIR
39.939392,-75.188123,PERM Z- NEW USE
39.935377,-75.189417,EXT A-VACANT LOT CLEAN/MAINTAI
39.935377,-75.189417,CLIP VIOLATION NOTICE
39.935109,-75.189474,CLIP VIOLATION NOTICE
39.997447,-75.177021,CLIP VIOLATION NOTICE
39.997937,-75.176916,VACANT PROP STANDARD
39.932405,-75.189657,EXTERIOR STRUCT ROOF DRAINAGE
39.999172,-75.176657,WALL LOOSE/MISS BRICKS
39.999228,-75.176645,WALL LOOSE/MISS BRICKS
39.953381,-75.17717,ANNUAL CERT STANDBY/EMERG LITE
39.953381,-75.17717,VIOL C&I MESSAGE
39.974974,-75.181955,EXT A-VACANT LOT CLEAN/MAINTAI
39.974974,-75.181955,CLIP VIOLATION NOTICE
39.974945,-75.181543,CLIP VIOLATION NOTICE
39.975012,-75.181527,EXT A-VACANT LOT CLEAN/MAINTAI
39.97533,-75.181877,ROOF DETERIORATED
39.938909,-75.180189,LICENSE-RES SFD/2FD
39.986424,-75.166237,CLIP VIOLATION NOTICE
39.938317,-75.181583,GROUND-SYSTEM PROPERLY
39.938317,-75.181583,RECEPT REQ'D-WALL COUNTER SPAC
39.938317,-75.181583,GROUND-SYSTEM PROPERLY
39.938273,-75.18159,DENIED ACCESS INSP BLDG PERMIT
39.938273,-75.18159,PERM - MUST POST
39.938273,-75.18159,EGRESS WALKING SURFACES
39.938273,-75.18159,INT/EXT HANDRAIL REQ
39.928354,-75.17844,EXT A-VACANT LOT CLEAN/MAINTAI
39.931896,-75.184631,VACANT PROP STANDARD
39.931853,-75.184641,VACANT BLDG UNSECURED COUNT
39.931853,-75.184641,VACANT PROP STANDARD
39.931853,-75.184641,EXT S-CORNICE BARGEBOARD DEFEC
39.931702,-75.184675,CLIP VIOLATION NOTICE
39.931488,-75.184723,FLOOR/CEILING PARTIALLY C ID
39.988695,-75.167212,EXT A-VACANT LOT CLEAN/MAINTAI
39.988695,-75.167212,CLIP VIOLATION NOTICE
39.98881,-75.167679,EXT A-VACANT LOT CLEAN/MAINTAI
39.929071,-75.185658,VAC PROP REPLAC WIN/DRS 80%
39.929071,-75.185658,EXT S-WINDOW REPAIR/REPLACE
39.927791,-75.185353,PERMB- FLAT WALL SIGN
39.927791,-75.185353,OBTAIN LIC INDICATED
39.989249,-75.167097,EXT A-VACANT LOT CLEAN/MAINTAI
39.989453,-75.16703,EXT A-VACANT LOT CLEAN/MAINTAI
39.989546,-75.167465,VACANT PROP STANDARD
39.989498,-75.167021,CLIP VIOLATION NOTICE
39.989498,-75.167021,CLIP VIOLATION NOTICE
39.989543,-75.167011,EXT A-VACANT LOT CLEAN/MAINTAI
39.989543,-75.167011,EXT A-VACANT LOT CLEAN/MAINTAI
39.989635,-75.167448,CLIP VIOLATION NOTICE
39.989589,-75.167,CLIP VIOLATION NOTICE
39.989676,-75.16744,EXT A-VACANT LOT CLEAN/MAINTAI
39.950787,-75.209005,DRAINAGE-DOWNSPOUT CONNECT
39.989633,-75.16699,EXT A-VACANT LOT CLEAN/MAINTAI
39.949141,-75.174408,TEMP CONST-COMPLY BLDG CODE
39.948492,-75.174111,UNSAFE STRUCTURE
39.937356,-75.188977,CLIP VIOLATION NOTICE
39.954063,-75.209222,STOP WORK ORDER
39.954016,-75.209232,LICENSE-RES MFD
39.975881,-75.182944,VACANT PROP STANDARD
39.976038,-75.183404,EXT A-VACANT LOT CLEAN/MAINTAI
39.950833,-75.209006,VACANT PROP STANDARD
40.003026,-75.172292,EXT-TREES PRUNE/REMOVE
39.956436,-75.174255,PERMB- ALTER REP'R EXT PORTION
39.956479,-75.174248,FIRE EXTING-NEEDS INSP/TAG
39.968075,-75.21899,EXT A-VACANT LOT CLEAN/MAINTAI
39.968366,-75.218997,INT S-MAINT SANI/RODENTPROOF
39.969734,-75.215572,LICENSE-VAC RES BLDG
39.96987,-75.21559,CLIP VIOLATION NOTICE
39.96987,-75.21559,LICENSE-VAC LOT
39.999174,-75.227916,EXTERIOR AREA MOTOR VEHICLE
39.995274,-75.18411,EXTERIOR STRUCT UNSAFE COND 8
39.995274,-75.18411,UNSAFE STRUCTURE
39.995274,-75.18411,LICENSE-VAC RES BLDG
39.995258,-75.183682,VACANT PROP STANDARD
39.99958,-75.228236,EXT-TREES PRUNE/REMOVE
39.950668,-75.221026,PENALTY- NO BLDG PERM INFO
39.950668,-75.221026,PERMB- INSTALL HVAC SYS
39.950375,-75.221086,DRAINAGE-MAIN DRAIN REPAIR-RES
39.982896,-75.168512,EXT A-CLEAN/EXTERMINATE
39.983034,-75.168915,LICENSE-VAC RES BLDG
39.983129,-75.168893,VACANT PROP STANDARD
39.983027,-75.168471,CLIP VIOLATION NOTICE
39.983027,-75.168471,CLIP VIOLATION NOTICE
39.992181,-75.17343,EXT A-VACANT LOT CLEAN/MAINTAI
39.992181,-75.17343,CLIP VIOLATION NOTICE
39.982258,-75.177251,PERM Z- NEW USE
39.982306,-75.176826,UNSAFE STRUCTURE
39.98242,-75.177212,VACANT BLDG UNSECURED COUNT
39.982385,-75.176808,ROOF PARTIALLY COLLAPSED
39.98912,-75.175524,EXT A-VACANT LOT CLEAN/MAINTAI
39.98912,-75.175524,CLIP VIOLATION NOTICE
40.064855,-75.152476,PERMB- WK DONE W/O NOTIFY INSP
39.997962,-75.163265,INT S-CEILING REPAIR/MAINT SAN
39.997962,-75.163265,VACANT BLDG UNSECURED COUNT
39.998125,-75.163229,PERMB- WK DONE W/O NOTIFY INSP
39.998125,-75.163229,WALL FRACTURED
39.998125,-75.163229,VACANT BLDG UNSECURED COUNT
39.998125,-75.163229,WALL FRACTURED
39.998125,-75.163229,WALL BULGED
39.939392,-75.188123,EXT S-CORNICE BARGEBOARD DEFEC
39.993258,-75.177935,EXT A-VACANT LOT CLEAN/MAINTAI
39.993258,-75.177935,CLIP VIOLATION NOTICE
39.993186,-75.177539,EXT A-VACANT LOT CLEAN/MAINTAI
39.995086,-75.177098,CLIP VIOLATION NOTICE
39.995145,-75.177528,EXT A-VACANT LOT CLEAN/MAINTAI
40.005567,-75.165813,FA-REPAIR SYSTEM
39.934646,-75.189571,CLIP VIOLATION NOTICE
39.946717,-75.177935,ANNUAL CERT FIRE ALARM
39.976427,-75.171546,EXT A-VACANT LOT CLEAN/MAINTAI
39.945633,-75.178297,LICENSE-RES GENERAL
39.983728,-75.17856,WALL DETERIORATED
39.98933,-75.176914,EXT A-VACANT LOT CLEAN/MAINTAI
39.989541,-75.17689,CLIP VIOLATION NOTICE
39.990147,-75.176693,VACANT BLDG UNSEC/UNSAFE CSU
39.938273,-75.18159,INT/EXT HANDRAIL REQ
39.93819,-75.182005,EXT S-EXTERIOR REPAIR/MAINTAIN
39.93819,-75.182005,LICENSE-VAC RES BLDG
39.937747,-75.181201,FIRE ALARM AUDIBILITY
39.937747,-75.181201,EXT S-CHIMMEYS/TOWERS MAINTAIN
39.937747,-75.181201,INT-PLMBG MAINT FIXTURES-RES
39.937747,-75.181201,EMERG GUIDE-R2-REQ?D
39.937747,-75.181201,FIRE/EVAC PLN-REC DISABILITIES
39.986592,-75.165705,GROUND-SYSTEM PROPERLY
39.930688,-75.185325,EXT A-CLEAN RUBBISH/GARBAGE
39.930607,-75.185344,PERM - MUST POST
39.924594,-75.179703,EXT S-EXTERIOR REPAIR/MAINTAIN
39.924146,-75.179343,EXT S-DOOR WEATHERTIGHT
39.997403,-75.170241,EXTERIOR STRUCT UNSAFE COND 7
39.99744,-75.170233,VACANT BLDG UNSECURED COUNT
39.989719,-75.167431,WALL PARTIALLY COLLAPSED
39.989676,-75.166981,EXT A-VACANT LOT CLEAN/MAINTAI
40.001301,-75.171026,VACANT STRUCTURE LICENSE
39.989893,-75.167393,EXT A-VACANT LOT CLEAN/MAINTAI
39.989893,-75.167393,EXT A-VACANT LOT CLEAN/MAINTAI
39.989939,-75.167385,EXT A-VACANT LOT CLEAN/MAINTAI
39.989939,-75.167385,CLIP VIOLATION NOTICE
39.990027,-75.167367,EXT A-VACANT LOT CLEAN/MAINTAI
39.990068,-75.167359,EXT A-VACANT LOT CLEAN/MAINTAI
40.004923,-75.165286,EXTERIOR AREA WEEDS
40.004923,-75.165286,WALL BULGED
39.979609,-75.183849,INSURANCE - POST CERT
39.943868,-75.208755,EXT A-VACANT LOT CLEAN/MAINTAI
39.981755,-75.18378,LICENSE-RES GENERAL
39.981755,-75.18378,FA-REPLACE DETECTOR/ALARM
39.974123,-75.219307,INT S-DOOR REPR/REPLC
39.974329,-75.219402,FLOOR/CEILING PARTIALLY C ID
39.988454,-75.182311,EXT A-VACANT LOT CLEAN/MAINTAI
40.001932,-75.223024,FIRE EXTING-NEEDS INSP/TAG
40.001932,-75.223024,PERMB- WK DONE W/O NOTIFY INSP
40.001932,-75.223024,FIRE PROT SYS MAINTENANCE
39.956905,-75.221761,ANNUAL CERT FIRE ALARM
39.996047,-75.181884,EXT S-DOOR WEATHERTIGHT
39.951892,-75.22224,ARCHITECT/ENGINEER SERVICES
39.930015,-75.178523,CLIP VIOLATION NOTICE
39.930015,-75.178523,EXT A-VACANT LOT CLEAN/MAINTAI
39.929923,-75.178082,PERME- INST/REPL/REPAIR WIRE
39.929879,-75.178091,EXT A-CLEAN RUBBISH/GARBAGE
39.979912,-75.180429,EXT A-VACANT LOT CLEAN/MAINTAI
39.934657,-75.180662,CERTIFICATION
39.934721,-75.181101,FIRE-COMM KITCH EXHAUST CLEAN
39.982461,-75.177202,INT DOOR SELF-CLOSE
39.927424,-75.184349,DRAINAGE-DOWNSPOUT REPR/REPLC
40.000433,-75.163164,UTILITIES-RESTORE GAS-RES
40.000433,-75.163164,MECH FAC INSTALL/REPAIR-RES
40.000433,-75.163164,EXT S-WINDOW WEATHERTIGHT
40.000433,-75.163164,SD-REQD EXIST GROUP R
39.99631,-75.169291,ROOF PARTIALLY COLLAPSED
39.983956,-75.179966,EXTERIOR STRUCT UNSAFE COND 7
39.983956,-75.179966,VACANT PROP STANDARD
39.938299,-75.188398,EXT A-VACANT LOT CLEAN/MAINTAI
39.938106,-75.188438,GENERAL REQ.- CITE CODE SECTIO
40.000725,-75.166203,EXT A-VACANT LOT CLEAN/MAINTAI
40.000725,-75.166203,WALL BULGED ID
40.001056,-75.166209,VACANT PROP STANDARD
40.006094,-75.16559,CLIP VIOLATION NOTICE
39.984112,-75.178475,FLOOR/CEILING PARTIALLY C ID
39.984112,-75.178475,WALL PARTIALLY COLLAPSED ID
40.002852,-75.17233,EXT A-CLEAN RUBBISH/GARBAGE
40.003069,-75.172282,EXT A-CLEAN WEEDS/PLANTS
40.003069,-75.172282,EXT A-CLEAN RUBBISH/GARBAGE
39.991033,-75.177087,CLIP VIOLATION NOTICE
39.983109,-75.173798,EXT A-VACANT LOT CLEAN/MAINTAI
39.983109,-75.173798,CLIP VIOLATION NOTICE
39.983153,-75.173788,CLIP VIOLATION NOTICE
39.986864,-75.166141,FLOOR/CEILING PARTIALLY COLL
39.99415,-75.171394,EXT S-ROOF REPAIR
39.990064,-75.165437,VACANT LOT STANDARD
40.067226,-75.150856,EXT A-CLEAN WEEDS/PLANTS
39.931282,-75.183523,LICENSE-RES GENERAL
39.998472,-75.170455,INTERIOR UNSAFE CONDITION 6
39.998472,-75.170455,EXTERIOR STRUCTURE WINDOWS
39.990068,-75.167359,CLIP VIOLATION NOTICE
39.990112,-75.166884,EXT A-VACANT LOT CLEAN/MAINTAI
39.990155,-75.166874,EXT A-VACANT LOT CLEAN/MAINTAI
39.990241,-75.167322,CLIP VIOLATION NOTICE
39.990197,-75.166865,EXT A-VACANT LOT CLEAN/MAINTAI
40.002781,-75.170664,UTILITIES-RESTORE WATER-RES
40.002781,-75.170664,INT S-CEILING REPAIR/MAINT SAN
39.957118,-75.175668,PENALTY- NO BLDG PERM INFO
39.957118,-75.175668,OPENING-REQ'D TO CLOSE USED
39.958776,-75.175972,EXIT TO PUBLIC WAY
39.958776,-75.175972,VIOL C&I MESSAGE
40.00605,-75.1656,EXTERIOR AREA SANITATION
39.979783,-75.179416,EXT S-EXTERIOR REPAIR/MAINTAIN
39.980097,-75.178979,VAC PROP REPLAC WIN/DRS 80%
39.981755,-75.18378,FIRE EQUIP-REMOVE IF DISCONT?D
39.954239,-75.212222,DRAINAGE-DOWNSPOUT REPR/REPLC
39.954239,-75.212222,EXT S-CORNICE BARGEBOARD DEFEC
39.943585,-75.208415,LICENSE-VAC RES BLDG
39.994911,-75.178792,EXT A-VACANT LOT CLEAN/MAINTAI
39.994911,-75.178792,CLIP VIOLATION NOTICE
39.985467,-75.18259,VACANT PROP STANDARD
39.988702,-75.182272,VACANT AND OPEN
39.988702,-75.182272,VACANT STRUCTURE LICENSE
39.988934,-75.181815,WALL PARTIALLY COLLAPSED
39.988975,-75.181806,LICENSE-VAC RES BLDG
39.988975,-75.181806,EXT A-CLEAN RUBBISH/GARBAGE
39.992744,-75.183021,LICENSE-VAC LOT
39.992481,-75.181047,EXT A-VACANT LOT CLEAN/MAINTAI
39.992481,-75.181047,EXT A-VACANT LOT CLEAN/MAINTAI
39.995139,-75.182506,EXT A-VACANT LOT CLEAN/MAINTAI
39.995139,-75.182506,EXT A-VACANT LOT CLEAN/MAINTAI
39.995139,-75.182506,CLIP VIOLATION NOTICE
39.948928,-75.220831,SD-SMOKE BATTERY OCCUPANT
39.948928,-75.220831,EXT S-STEPS REPAIR
39.948928,-75.220831,FIRE EXTING-INSTALL R2
39.951666,-75.22285,BLDG PERMIT REQUIRED
39.951666,-75.22285,ROOF PARTIALLY COLLAPSED
39.935611,-75.197066,EXT A-VACANT LOT CLEAN/MAINTAI
39.945738,-75.217977,ELEC-FIXTURE/OUTLET LOOSE-RES
39.945738,-75.217977,INT S-CEILING REPAIR/MAINT SAN
39.945738,-75.217977,INT S-CEILING REPAIR/MAINT SAN
39.945738,-75.217977,EXT S-WINDOW WEATHERTIGHT
39.945738,-75.217977,CO DETECTOR NEEDED
39.945428,-75.218448,PERMB- ALTER REP'R EXT PORTION
39.945428,-75.218448,PERMB- OUTDOOR DECK
39.996134,-75.175408,UNFIT PROP STANDARD
39.98872,-75.16878,WALL FIRE DAMAGED
39.930935,-75.179843,LICENSE-VAC RES BLDG
39.930802,-75.179872,LICENSE-RES GENERAL
39.984914,-75.171327,EXT A-VACANT LOT CLEAN/MAINTAI
39.932024,-75.181215,CLIP VIOLATION NOTICE
39.98412,-75.179536,WALL BULGED
39.98429,-75.1795,PERMB- EXP'D ACTIVITY UNLAWFUL
39.995198,-75.167923,EXT-WINDOW MUST OPEN-RES
39.995198,-75.167923,INT S-CEILING REPAIR/MAINT SAN
39.92927,-75.18227,RENEW LIC INDICATED
39.929195,-75.181836,PERME- INST/REPL/REPAIR WIRE
40.003282,-75.174277,VAC PROP REPLAC WIN/DRS 80%
40.003282,-75.174277,LICENSE-VAC RES BLDG
40.003321,-75.174268,ARCHITECT/ENGINEER SERVICES
39.988316,-75.179024,EXT-TREES PRUNE/REMOVE
39.942702,-75.175736,INT S-WALLS REPAIR/MAINT SANI
39.980855,-75.17921,EXT A-VACANT LOT CLEAN/MAINTAI
39.980855,-75.17921,EXT A-VACANT LOT CLEAN/MAINTAI
39.933068,-75.189518,VACANT STRUCTURE LICENSE
39.968473,-75.174072,WORKMANLIKE- BUILDING CODE
39.968473,-75.174072,WALL BULGED
39.98115,-75.179115,VACANT BLDG UNSECURED COUNT
39.970948,-75.17379,LICENSE-RES GENERAL
39.971044,-75.173769,LICENSE-RES GENERAL
40.003242,-75.172244,VACANT BLDG UNSECURED COUNT
40.00346,-75.172196,LICENSE-VAC RES BLDG
39.940872,-75.178109,EXT S-EXPOSED SURFACES MAINTAI
39.983365,-75.173741,EXT A-VACANT LOT CLEAN/MAINTAI
40.054889,-75.151513,HIGH WEEDS-CUT
40.054889,-75.151513,RUBBISH/GARBAGE EXTERIOR-OWNER
40.055139,-75.151486,LICENSE - RENTAL PROPERTY
39.988262,-75.165827,ELEC-RECEPTABLE DEFECTIVE-RES
39.988262,-75.165827,LICENSE-RES SFD/2FD
39.988405,-75.165797,VACANT BLDG UNSECURED COUNT
39.934976,-75.182317,EXTERIOR STRUCT UNSAFE COND 7
39.934754,-75.182761,LICENSE-RES GENERAL
39.99028,-75.16539,EXT A-VACANT LOT CLEAN/MAINTAI
39.992153,-75.164493,DRAINAGE-MAIN DRAIN REPAIR-RES
39.992153,-75.164493,INT S-MAINT SANI/RODENTPROOF
39.992422,-75.164436,INT S-CEILING REPAIR/MAINT SAN
39.931089,-75.183565,EXT S-WINDOW REPAIR/MAINTAIN
39.968631,-75.178598,PERM - MUST POST
39.999411,-75.169816,DRAINAGE-DOWNSPOUT REPR/REPLC
39.999513,-75.170216,EXT S-ROOF REPAIR
39.980473,-75.179341,CLIP VIOLATION NOTICE
39.980218,-75.178954,EXT A-VACANT LOT CLEAN/MAINTAI
39.980559,-75.179234,ELEC-RECEPTABLE DEFECTIVE-RES
39.980559,-75.179234,EXT S-WINDOW REPAIR/REPLACE
39.980305,-75.178843,CLIP VIOLATION NOTICE
39.980346,-75.178835,LICENSE-VAC LOT
39.999089,-75.173573,CLIP VIOLATION NOTICE
39.985467,-75.18259,INT S-CEILING REPAIR/MAINT SAN
39.953744,-75.211709,EXT A-CLEAN WEEDS/PLANTS
39.953744,-75.211709,LICENSE-RES GENERAL
39.953603,-75.211562,EXT S-ROOF REPAIR
39.953603,-75.211562,EXT S-WALLS REPAIR STUCCO
39.995675,-75.178613,EXT A-VACANT LOT CLEAN/MAINTAI
39.992782,-75.183013,LICENSE-VAC RES BLDG
39.968157,-75.215435,ELECTRICAL -HAZARD
39.968395,-75.215419,EXT A-CLEAN WEEDS/PLANTS
39.968593,-75.215505,VAC PROP REPLAC WIN/DRS 80%
39.968392,-75.215867,DRAINAGE-MAIN DRAIN REPAIR-RES
39.968392,-75.215867,FLOOR/CEILING PARTIALLY COLL
39.948928,-75.220831,FA-REPAIR SYSTEM
39.9488,-75.220857,EXT A-CLEAN/EXTERMINATE
39.945101,-75.213302,INT S-WALLS REPAIR/MAINT SANI
39.944062,-75.212029,WALL FRACTURED
39.93086,-75.180285,EXT A-CLEAN WEEDS/PLANTS
39.934094,-75.187691,EXT S-DOOR WEATHERTIGHT
39.93041,-75.180375,LICENSE-VAC LOT
39.93041,-75.180375,CLIP VIOLATION NOTICE
39.930039,-75.180046,VACANT BLDG UNSECURED COUNT
39.931801,-75.181738,LICENSE-RES GENERAL
39.988316,-75.179024,DRAINAGE-ROOF/YARDS/OPEN AREAS
39.988316,-75.179024,EXT A-CLEAN RUBBISH/GARBAGE
39.988438,-75.178998,WALL BULGED
39.988479,-75.178989,AFDS-REQ?D EXIST GROUP R-2
39.988479,-75.178989,FIRE EXTING-INSTALL R2
39.997497,-75.166889,LICENSE-RES SFD/2FD
39.99764,-75.167421,EXT S-WINDOW REPAIR/REPLACE
39.928151,-75.18252,"INT S-CLEAN/MAINT SANI, OWNER"
39.927985,-75.182555,LICENSE RES CAL REQUIRED
40.004999,-75.173656,WALL FRACTURED
40.005263,-75.173599,INTERIOR SURFACES
40.005263,-75.173599,"EXTERIOR STRUCT STAIRS, ETC"
40.00321,-75.169462,EXTERIOR AREA WEEDS
40.00321,-75.169462,EXTERIOR AREA SANITATION
40.003292,-75.169446,EXTERIOR AREA WEEDS
40.003292,-75.169446,EXT S-ROOF REPAIR
40.003292,-75.169446,VACANT BLDG UNSECURED COUNT
40.003292,-75.169446,VAC PROP REPLAC WIN/DRS 80%
40.003292,-75.169446,VACANT BLDG UNSECURED COUNT
39.982322,-75.17846,INT A-TRASH REMOVE
39.982322,-75.17846,PERM Z- NEW USE
40.001396,-75.172645,EXT A-CLEAN RUBBISH/GARBAGE
39.948974,-75.176457,EXT A-CLEAN WEEDS/PLANTS
39.94786,-75.176629,PERM - MUST POST
39.930549,-75.186648,VIOL NONE FOUND
40.009375,-75.166494,ROOF PARTIALLY COLLAPSED
39.953607,-75.178474,VIOL C&I MESSAGE
39.98903,-75.182202,CLIP VIOLATION NOTICE
39.983185,-75.173359,UTILITIES-RESTORE GAS-RES
39.983225,-75.173349,EXT A-VACANT LOT CLEAN/MAINTAI
39.983225,-75.173349,EXT A-VACANT LOT CLEAN/MAINTAI
39.983308,-75.173332,CLIP VIOLATION NOTICE
39.983308,-75.173332,CLIP VIOLATION NOTICE
39.983656,-75.173674,EXT A-VACANT LOT CLEAN/MAINTAI
39.983698,-75.173665,CLIP VIOLATION NOTICE
39.936038,-75.190912,AFDS-REQD EXIST MIX RES/NON-R
39.935732,-75.190967,HEAT FAC INSTALL-RES
39.935732,-75.190967,GROUND-SYSTEM PROPERLY
39.935732,-75.190967,INT/EXT HANDRAIL REQ
39.990916,-75.164801,WALL PARTIALLY COLLAPSED ID
39.990916,-75.164801,VACANT BLDG UNSECURED COUNT
39.990958,-75.164792,EXT A-VACANT LOT CLEAN/MAINTAI
39.976601,-75.173556,EXT A-CLEAN/EXTERMINATE
39.934165,-75.182891,CO DETECTOR NEEDED
39.931089,-75.183565,EXT S-EXPOSED SURFACES MAINTAI
39.931089,-75.183565,LICENSE-VAC RES BLDG
39.930174,-75.183322,INT S-CEILING REPAIR/MAINT SAN
39.930135,-75.183367,EXT A-MOTOR VEH MUST BE REMOV
39.929741,-75.183818,CERTIFICATION
39.999953,-75.169695,EXT A-CLEAN RUBBISH/GARBAGE
39.99753,-75.163808,LICENSE-VAC RES BLDG
39.999262,-75.173537,PERMB- ALTER REP'R EXT PORTION
39.980905,-75.179201,EXT A-VACANT LOT CLEAN/MAINTAI
39.980905,-75.179201,VACANT BLDG UNSEC/UNSAFE CSU
39.926544,-75.19234,CLIP VIOLATION NOTICE
39.969352,-75.209761,FLOOR/CEILING PARTIALLY C ID
39.995932,-75.178559,EXT A-VACANT LOT CLEAN/MAINTAI
39.997441,-75.178244,LICENSE-RES SFD/2FD
39.997523,-75.178227,ROOF PARTIALLY COLLAPSED ID
39.946071,-75.209744,WORKMANLIKE- BUILDING CODE
39.945929,-75.209607,INT-PLMBG FIXTURES-RES
39.989965,-75.181495,WALL LOOSE/MISS BRICKS
39.990015,-75.181989,VACANT PROP STANDARD
39.990015,-75.181989,LICENSE-VAC RES BLDG
39.994729,-75.180951,PROPERLY REMOVE DEMO DEBRIS
39.94393,-75.211112,PERM - MUST POST
39.94393,-75.211112,PERM - MUST POST
39.94393,-75.211112,DEBRIS REMOVE - CONSTR
39.943223,-75.210332,LICENSE RES CAL REQUIRED
39.942855,-75.210658,WALL BULGED
39.938085,-75.195306,EXT A-VACANT LOT CLEAN/MAINTAI
39.942402,-75.214758,EXT A-VACANT LOT CLEAN/MAINTAI
39.929993,-75.180057,EXT A-VACANT LOT CLEAN/MAINTAI
40.049734,-75.155205,FIRE EXTING-NEEDS INSP/TAG
39.928768,-75.180315,EXT S-EXPOSED SURFACES MAINTAI
39.990664,-75.168937,EXT A-VACANT LOT CLEAN/MAINTAI
39.990707,-75.168928,EXT A-VACANT LOT CLEAN/MAINTAI
39.990822,-75.168433,CLIP VIOLATION NOTICE
39.99088,-75.16889,CLIP VIOLATION NOTICE
39.990925,-75.168887,CLIP VIOLATION NOTICE
39.990925,-75.168887,VACANT BLDG UNSEC/UNSAFE CSU
39.990925,-75.168887,ARCHITECT/ENGINEER SERVICES
40.005391,-75.173055,VACANT BLDG UNSECURED COUNT
40.005391,-75.173055,VACANT PROP STANDARD
39.924483,-75.181191,FIRE ALARM REQUIRED F-907
39.923546,-75.181866,EXTERIOR AREA SANITATION
40.000382,-75.16214,EXTERIOR STRUCT UNSAFE COND 7
40.000349,-75.163182,WALL FRACTURED
40.000349,-75.163182,ROOF PARTIALLY COLLAPSED
39.947258,-75.174353,HISTORIC-EXT/INT REPAIR BLDG
40.003292,-75.169446,VACANT PROP STANDARD
40.009773,-75.161335,PERMB- INSTALL HVAC SYS
40.009773,-75.161335,PERMB- INSTALL DUCTWORK
39.923861,-75.184701,CERTIFICATION
39.967676,-75.169816,PERMB- STRUCTURAL REPAIR
39.941685,-75.184808,EXT S-EXPOSED SURFACES MAINTAI
